"","rgi_id","o1region","o2region","anlys_id","cenlon","cenlat","utm_zone","area_km2","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"1","RGI2000-v7.0-G-13-02502",13,"13-01",812864,71.3141741438262,39.522749,42,0.607044691122846,0,3,9,"",0,71.3179058012739,39.516151618098,3837.7065,4527.205,4198.5283,4194.8584,24.480742,145.58083,4,"COPDEM30",1535
"2","RGI2000-v7.0-G-13-02614",13,"13-01",814061,71.5083866135813,39.6423655,42,6.32496163434319,0,2,9,"",0,71.5075280444611,39.6659098577365,3828.1106,4906.94,4246.169,4273.0723,14.038603,27.574377,2,"COPDEM30",5475
"3","RGI2000-v7.0-G-13-02620",13,"13-01",814268,71.5483636551282,39.621041,42,21.3453266383057,0,3,9,"Abramov Glacier",0,71.5684986679446,39.6519199436221,3647.8718,4943.698,4197.3877,4182.3555,10.169628,27.828596,2,"COPDEM90",8587
"4","RGI2000-v7.0-G-13-03758",13,"13-01",813117,71.3557377144757,39.5808485,42,5.77274808844128,0,2,9,"",0,71.3940974426514,39.5925784516932,3578.7043,4915.668,4081.618,4085.4768,22.15183,12.702087,1,"COPDEM30",5423
"5","RGI2000-v7.0-G-13-05579",13,"13-02",812832,71.3083007239011,38.9166085,42,3.62246663620803,0,3,9,"",0,71.3179062182172,38.9050090268555,3602.416,4725.026,3981.1055,4095.9192,19.078863,124.52941,4,"COPDEM30",4144
"6","RGI2000-v7.0-G-13-05590",13,"13-02",812809,71.3003140811003,38.961262,42,2.47118534740397,0,3,9,"",0,71.3063761609811,38.9803587678043,3693.1572,4514.85,4018.5525,4014.311,12.393533,17.879251,1,"COPDEM30",4509
"7","RGI2000-v7.0-G-13-05593",13,"13-02",812908,71.3241812810566,38.9675015,42,8.31401025775242,0,3,9,"",0,71.3256285314464,39.0041120374429,3159.4695,5195.6553,3948.44,3976.4875,17.252386,6.932618,1,"COPDEM30",10271
"8","RGI2000-v7.0-G-13-05599",13,"13-02",813133,71.3582692195373,38.9391875,42,2.9266074507166,0,3,9,"",0,71.3662553653619,38.9223168758781,3681.0364,5111.1255,4174.8984,4242.5376,23.743126,169.65794,5,"COPDEM30",4028
"9","RGI2000-v7.0-G-13-05605",13,"13-02",813412,71.4014098621615,38.942972,42,5.181820279783,0,3,9,"",0,71.4306736939596,38.926202305937,3655.4424,4717.701,4022.7495,4037.3923,12.858587,120.068985,4,"COPDEM30",5720
"10","RGI2000-v7.0-G-13-05608",13,"13-02",813660,71.4419579349511,38.944324,42,1.15511510831229,0,2,9,"",0,71.4446975745191,38.935912183451,4087.4133,4652.892,4321.296,4320.5146,18.774935,162.8468,5,"COPDEM30",2259
"11","RGI2000-v7.0-G-13-05609",13,"13-02",813700,71.4488065174772,38.95913,42,3.07770056938381,0,1,9,"",0,71.4782532703547,38.9480084756523,3890.2,4770.274,4247.983,4239.1064,15.366574,90.967155,3,"COPDEM30",4517
"12","RGI2000-v7.0-G-13-05613",13,"13-02",813835,71.468576438267,38.9653265,42,0.515464197245005,0,2,9,"",0,71.4696621354436,38.9587994690408,4147.084,4564.9214,4287.6396,4311.4014,16.030458,154.56049,4,"COPDEM30",1693
"13","RGI2000-v7.0-G-13-05614",13,"13-02",813905,71.4802069555085,38.9635855,42,1.35850707351631,0,2,9,"",0,71.4786828698396,38.9510819525759,3951.8435,4768.7593,4317.421,4297.111,16.870256,181.052886962891,5,"COPDEM30",2986
"14","RGI2000-v7.0-G-13-05626",13,"13-02",814460,71.583255861519,38.990589,42,21.8601178260056,0,3,9,"",0,71.6236677219393,38.9695999701999,3131.237,5219.2007,4173.293,4127.3193,16.794655,65.621315,2,"COPDEM90",13774
"15","RGI2000-v7.0-G-13-05630",13,"13-02",814134,71.5225195265957,39.0223985,42,2.0620344272339,0,3,9,"",0,71.5218358258054,39.0319170676952,4408.4375,5645.4316,5011.7925,5037.384,23.06532,349.222009658813,1,"COPDEM30",3081
"16","RGI2000-v7.0-G-13-05632",13,"13-02",814189,71.5323749550226,39.044505,42,0.581682703538063,0,2,9,"",0,71.5413578920796,39.0466959670764,4413.2695,5053.415,4866.3916,4837.6562,27.537226,66.150276,2,"COPDEM30",1545
"17","RGI2000-v7.0-G-13-05634",13,"13-02",814219,71.5395607673111,39.056755,42,0.684454017460777,0,2,9,"",0,71.5418986995519,39.0626794063108,3874.8025,4872.485,4359.289,4358.3223,35.429092,18.364632,1,"COPDEM30",1576
"18","RGI2000-v7.0-G-13-05635",13,"13-02",814377,71.5653679811277,39.052198,42,11.4438406294248,0,3,9,"",0,71.5681971781784,39.0905030453214,2810.1523,5867.537,4263.631,4151.314,24.027817,358.892575621605,1,"COPDEM30",9537
"19","RGI2000-v7.0-G-13-05638",13,"13-02",814469,71.5852298039648,39.017651,42,2.42922752593167,0,3,9,"",0,71.584705079458,39.0050815405458,3947.93,4898.512,4328.3022,4358.2524,21.031324,135.74992,4,"COPDEM30",2993
"20","RGI2000-v7.0-G-13-05644",13,"13-02",814791,71.636572230678,39.0444075,42,4.88469887266731,0,3,9,"",0,71.6564597799474,39.0445191825625,3637.34,5064.6274,4146.0156,4240.509,21.078924,39.932205,2,"COPDEM30",5528
"21","RGI2000-v7.0-G-13-05648",13,"13-02",814743,71.6303350366913,39.070899,42,1.78353435308712,0,3,9,"",0,71.6185434301358,39.0824005086097,3456.4568,4882.3584,4144.933,4160.5903,28.653458,352.962266921997,1,"COPDEM30",4090
"22","RGI2000-v7.0-G-13-05653",13,"13-02",814649,71.6147488670522,39.019888,42,4.59387023805223,0,2,9,"",0,71.642024510145,39.0190568939929,3729.1067,4890.443,4181.2466,4197.026,20.370092,44.25937,2,"COPDEM30",5631
"23","RGI2000-v7.0-G-13-05658",13,"13-02",814890,71.649865184251,39.009718,42,0.599965382100178,0,1,9,"",0,71.6519200815296,39.0173397591606,3715.938,4703.6875,4189.616,4191.522,31.370829,6.9212823,1,"COPDEM30",1882
"24","RGI2000-v7.0-G-13-05679",13,"13-02",816320,71.8416927029469,38.9035615,42,53.1271920584274,0,3,9,"",0,71.6882067860282,38.9035421128083,3697.9683,6484.0347,4696.308,4737.038,17.467035,299.235759735107,8,"COPDEM90",18858
"25","RGI2000-v7.0-G-13-05683",13,"13-02",816845,71.9119557583869,38.9432305,42,6.29475994063456,0,3,9,"",0,71.9145550006972,38.9579887512529,4308.0356,6423.2114,5643.182,5555.346,30.481665,0.40410224,1,"COPDEM30",5082
"26","RGI2000-v7.0-G-13-05693",13,"13-02",817595,72.0092071098703,38.8529165,43,129.664280736771,0,3,9,"",0,71.7738366095604,38.8259877332194,2976.3477,6691.698,4590.0986,4556.0063,19.720076,324.880233764648,8,"COPDEM90",31339
"27","RGI2000-v7.0-G-13-05715",13,"13-02",816974,71.9323519754189,38.763426,42,15.4410183082406,0,3,9,"",0,71.9102727972838,38.7868553651701,3690.466,5287.6455,4482.4385,4478.4995,19.173445,342.73387336731,1,"COPDEM90",9795
"28","RGI2000-v7.0-G-13-05770",13,"13-02",815278,71.7077551164141,38.6864205,42,2.84757286794954,0,2,9,"",0,71.6969167241856,38.6998701903216,4030.2708,5021.8447,4370.673,4427.613,21.367352,0.37986666,1,"COPDEM30",3665
"29","RGI2000-v7.0-G-13-05771",13,"13-02",815421,71.7255069511043,38.68257,42,0.971217852014523,0,2,9,"",0,71.7371777020602,38.6855142123352,4126.7324,4875.189,4350.914,4380.5654,25.33156,10.958962,1,"COPDEM30",2149
"30","RGI2000-v7.0-G-13-05778",13,"13-02",815677,71.7611429674815,38.664544,42,7.01362130390939,0,3,9,"",0,71.7568336607642,38.6849956848048,3832.8472,4900.175,4361.942,4336.5347,14.754707,0.5086724,1,"COPDEM30",5310
"31","RGI2000-v7.0-G-13-05779",13,"13-02",815448,71.7314386372408,38.6672035,42,5.22533120038196,0,3,9,"",0,71.7588636834004,38.6763834888819,4067.1816,4899.305,4503.635,4501.0903,15.976426,42.532124,2,"COPDEM30",5435
"32","RGI2000-v7.0-G-13-05791",13,"13-02",815005,71.672415877572,38.6524695,42,4.55066653746766,0,2,9,"",0,71.6651832136911,38.6740931031052,3697.8083,4951.302,4438.1562,4388.4556,17.012615,6.510278,1,"COPDEM30",5187
"33","RGI2000-v7.0-G-13-05798",13,"13-02",814783,71.6358724441705,38.631195,42,3.35047976295599,0,2,9,"",0,71.6420804041586,38.6144041093914,3698.273,5945.727,5035.1504,4805.544,22.671415,142.55844,4,"COPDEM30",6366
"34","RGI2000-v7.0-G-13-05801",13,"13-02",814614,71.6112484801444,38.616675,42,1.34806140805753,0,2,9,"",0,71.6255255180175,38.6112268436861,3931.1667,4861.1,4533.449,4485.9336,21.796875,112.97696,4,"COPDEM30",2227
"35","RGI2000-v7.0-G-13-05805",13,"13-02",814509,71.593231932183,38.5822725,42,2.89020247898629,0,2,9,"",0,71.6159615106805,38.5844986200386,3632.8245,5315.6885,4426.7026,4422.554,23.03987,64.36062,2,"COPDEM30",3974
"36","RGI2000-v7.0-G-13-05810",13,"13-02",814396,71.5668266434263,38.564663,42,7.08404967940679,0,3,9,"",0,71.6309479940216,38.5441529964535,2786.0774,5691.215,4383.608,4287.4507,22.319477,78.69375,3,"COPDEM30",9336
"37","RGI2000-v7.0-G-13-05816",13,"13-02",814239,71.5425770252605,38.5341435,42,5.56919102035145,0,2,9,"",0,71.5511511436077,38.5187281694772,3858.315,5946.166,4521.273,4625.6514,24.388283,138.94524,4,"COPDEM30",5723
"38","RGI2000-v7.0-G-13-05837",13,"13-02",814400,71.568470235652,38.629448,42,32.8160098930093,0,2,9,"",0,71.5208552132391,38.6787993976969,3265.4878,5604.3696,4732.0264,4469.815,16.2091,24.466757,2,"COPDEM90",17255
"39","RGI2000-v7.0-G-13-05841",13,"13-02",814576,71.6041113556861,38.6756055,42,18.7946287676052,0,2,9,"",0,71.6744986119684,38.7121998480472,3296.9988,5167.51,4087.1272,4146.8457,17.163677,40.166344,2,"COPDEM90",10086
"40","RGI2000-v7.0-G-13-05860",13,"13-02",814362,71.5630897996323,38.7367065,42,12.7622856087841,0,3,9,"",0,71.5801407890267,38.773328406781,3257.9978,5700.28,4427.13,4343.885,20.32073,21.347836,1,"COPDEM30",9502
"41","RGI2000-v7.0-G-13-05872",13,"13-02",814168,71.5280306539301,38.757532,42,14.4226370335247,0,3,9,"",0,71.5337381919728,38.8098772472307,3094.254,5739.942,4360.169,4321.2437,19.223522,2.0322816,1,"COPDEM90",13960
"42","RGI2000-v7.0-G-13-05873",13,"13-02",814011,71.4982621531276,38.7675415,42,26.4952721578713,0,3,9,"",0,71.4924312053852,38.814742165635,3042.0046,5835.52,4463.8564,4483.1772,17.840387,17.388662,1,"COPDEM90",12338
"43","RGI2000-v7.0-G-13-05881",13,"13-02",813573,71.42611125,38.7728615,42,10.3884668760566,0,3,9,"",0,71.440758934306,38.8062557181849,3532.237,5403.804,4133.9106,4255.6724,19.591442,11.600736,1,"COPDEM30",8738
"44","RGI2000-v7.0-G-13-05891",13,"13-02",813323,71.3851326416684,38.793949,42,4.64844227755369,0,2,9,"",0,71.3941771472794,38.8149205103207,3407.8967,5101.505,4104.083,4134.6836,20.507416,25.570745,2,"COPDEM30",5924
"45","RGI2000-v7.0-G-13-05892",13,"13-02",813211,71.3704538284072,38.7913605,42,0.64848498403539,0,2,9,"",0,71.3763359124359,38.7975180973149,4029.1213,4658.842,4213.7607,4246.993,17.507961,44.175762,2,"COPDEM30",2162
"46","RGI2000-v7.0-G-13-05908",13,"13-02",813242,71.3725836287412,38.759227,42,4.3198831857091,0,3,9,"",0,71.3522275730805,38.7543807207149,3735.7373,5456.754,4358.799,4471.5054,21.966513,308.315448760986,8,"COPDEM30",5533
"47","RGI2000-v7.0-G-13-05911",13,"13-02",813322,71.3846016222476,38.735882,42,3.50186468093905,0,2,9,"",0,71.3614929208623,38.7429091624828,4035.4827,4904.417,4424.0444,4421.445,15.667471,307.713207244873,8,"COPDEM30",3245
"48","RGI2000-v7.0-G-13-05918",13,"13-02",813648,71.4395055681818,38.7271,42,3.58141145014164,0,3,9,"",0,71.4141368766764,38.7179651135014,3824.6619,5327.7964,4600.68,4606.188,25.763117,264.059577941895,7,"COPDEM30",3921
"49","RGI2000-v7.0-G-13-05938",13,"13-02",813198,71.3675529972126,38.730862,42,0.992185313110871,0,1,9,"",0,71.3584081055023,38.7382774022977,3998.4482,4528.0737,4258.2656,4250.1304,18.2741,354.317910671234,1,"COPDEM30",2209
"50","RGI2000-v7.0-G-13-05964",13,"13-02",813755,71.4568549434001,38.582217,42,38.5888041611389,0,3,9,"",0,71.4566250492673,38.647208464699,3025.0469,5860.8306,4349.328,4281.4097,18.448914,15.662475,1,"COPDEM90",16011
"51","RGI2000-v7.0-G-13-05972",13,"13-02",813582,71.4280332313596,38.5500075,42,4.27228565178904,0,2,9,"",0,71.4104031253309,38.5395427287082,3909.426,5484.6313,4799.476,4794.6143,22.527077,238.212867736816,6,"COPDEM30",4486
"52","RGI2000-v7.0-G-13-05977",13,"13-02",813248,71.373779443609,38.579207,42,4.40760867345897,0,2,9,"",0,71.357853629208,38.5879202609848,4102.9414,4936.1094,4475.3076,4471.026,19.832752,342.369571685791,1,"COPDEM30",3577
"53","RGI2000-v7.0-G-13-05978",13,"13-02",813285,71.3792947576192,38.590725,42,6.16260051841003,0,3,9,"",0,71.3865246385138,38.6119732516432,3882.3672,5169.242,4513.9243,4473.1226,18.235546,3.123117,1,"COPDEM30",5153
"54","RGI2000-v7.0-G-13-06001",13,"13-02",813871,71.4736214821429,38.508745,42,2.22549326348951,0,2,9,"",0,71.4854020398009,38.4921841559791,3810.8113,4976.7856,4330.8555,4356.4204,17.88511,147.07227,4,"COPDEM30",4194
"55","RGI2000-v7.0-G-13-06004",13,"13-02",813691,71.447775948119,38.494544,42,1.78284576963137,0,2,9,"",0,71.4665031727452,38.4809181075699,3825.299,4974.4775,4454.964,4387.917,23.805561,118.88342,4,"COPDEM30",3679
"56","RGI2000-v7.0-G-13-06022",13,"13-02",812871,71.316299818572,38.4756475,42,1.14438278067458,0,2,9,"",0,71.3239018099788,38.4630445339988,3653.749,4732.804,4154.834,4152.4746,17.946144,116.72793,4,"COPDEM30",3610
"57","RGI2000-v7.0-G-13-06048",13,"13-02",812423,71.2361786604478,38.5901955,42,2.24679672757219,0,2,9,"",0,71.2444816567025,38.5983525423164,3906.418,4600.9395,4215.0464,4219.256,17.15,23.177244,2,"COPDEM30",2476
"58","RGI2000-v7.0-G-13-06110",13,"13-02",812145,71.1940989008929,38.6004195,42,5.38995381722393,0,1,9,"",0,71.2300397240421,38.6070987846028,3684.5896,4760.9126,4172.386,4157.3716,18.417168,41.722775,2,"COPDEM30",4560
"59","RGI2000-v7.0-G-13-06122",13,"13-02",812471,71.2420896463988,38.538682,42,3.0786641981794,0,2,9,"",0,71.2521592408846,38.5446303598761,3938.065,4683.9688,4431.997,4420.951,11.284168,74.45162,3,"COPDEM30",3345
"60","RGI2000-v7.0-G-13-06123",13,"13-02",812481,71.243243875984,38.5309715,42,6.39652652822778,0,2,9,"",0,71.2646982570223,38.548736805996,3696.8723,4924.934,4351.451,4341.4136,14.67924,17.289532,1,"COPDEM30",4915
"61","RGI2000-v7.0-G-13-06126",13,"13-02",812697,71.2745924256757,38.534848,42,2.46264132003774,0,1,9,"",0,71.2741520267833,38.5497539803537,3712.494,4993.6733,4345.9863,4317.497,18.206938,355.056133270264,1,"COPDEM30",3451
"62","RGI2000-v7.0-G-13-06174",13,"13-02",813390,71.3965023343045,38.506797,42,17.3257331005985,0,2,9,"",0,71.4060654335245,38.5353142208305,3714.8972,5306.907,4428.58,4423.0034,15.831513,345.135311126709,1,"COPDEM90",8664
"63","RGI2000-v7.0-G-13-06195",13,"13-02",813309,71.3816249975186,38.4111075,42,0.816245319163215,0,2,9,"",0,71.3926899077574,38.4155177282661,3807.5854,4990.256,4282.9756,4353.163,26.180347,57.190105,2,"COPDEM30",2212
"64","RGI2000-v7.0-G-13-06202",13,"13-02",813620,71.4348715958902,38.457924,42,2.68300851858045,0,2,9,"",0,71.4525360120384,38.4394410517849,3297.6792,5130.7886,4096.4683,4114.8413,19.002834,137.91312,4,"COPDEM30",5030
"65","RGI2000-v7.0-G-13-06212",13,"13-02",813924,71.4841405778494,38.4492835,42,0.820032238758375,0,2,9,"",0,71.4920856444735,38.4528301088209,3896.5505,4406.0703,4069.529,4078.914,21.020432,15.362706,1,"COPDEM30",1538
"66","RGI2000-v7.0-G-13-06213",13,"13-02",813925,71.4842409660804,38.462737,42,0.971588076612218,0,2,9,"",0,71.494241630681,38.471986465348,3286.6719,4401.723,3914.628,3894.0747,24.45114,61.99458,2,"COPDEM30",2712
"67","RGI2000-v7.0-G-13-06215",13,"13-02",813917,71.4816344807693,38.4778145,42,1.71932617999798,0,1,9,"",0,71.4974518467925,38.4768963221526,3103.9744,4354.703,3699.0205,3751.7004,19.16335,94.09955,3,"COPDEM30",4359
"68","RGI2000-v7.0-G-13-06224",13,"13-02",814323,71.556924425,38.5052155,42,1.57808130883873,0,3,9,"",0,71.5647466800113,38.5158909426842,3614.877,4825.5693,4266.2783,4247.055,25.62031,11.347208,1,"COPDEM30",2685
"69","RGI2000-v7.0-G-13-06249",13,"13-02",815034,71.6765121676923,38.3932295,42,0.597333495554765,0,1,9,"",0,71.6760787290647,38.3991304655781,3977.5103,4582.632,4121.5117,4153.39,21.724833,358.993102192879,1,"COPDEM30",1386
"70","RGI2000-v7.0-G-13-06251",13,"13-02",815155,71.6942558569231,38.385226,42,0.182717160239617,0,2,9,"",0,71.6995620417788,38.3841019061398,3941.189,4287.422,4138.9004,4130.5874,25.914988,111.53814,3,"COPDEM30",770
"71","RGI2000-v7.0-G-13-06257",13,"13-02",815321,71.7141232326087,38.4169555,42,0.941764625405241,0,1,9,"",0,71.7232907044108,38.4110864440447,4294.5264,4903.1104,4705.5923,4642.672,18.96414,134.96428,4,"COPDEM30",2032
"72","RGI2000-v7.0-G-13-06266",13,"13-02",815756,71.7703528455414,38.438257,42,0.761944787087799,0,1,9,"",0,71.764469621681,38.4316265301746,4362.0835,4963.1084,4557.3096,4612.4517,19.722473,232.556091308594,6,"COPDEM30",2174
"73","RGI2000-v7.0-G-13-06267",13,"13-02",815726,71.7667674510305,38.429816,42,0.66660877975911,0,1,9,"",0,71.75914267878,38.4261677124936,4312.139,4895.8843,4498.955,4539.58,22.825369,292.631439208984,8,"COPDEM30",2143
"74","RGI2000-v7.0-G-13-06271",13,"13-02",815944,71.7956840301303,38.443892,42,4.22329363097772,0,3,9,"",0,71.8193869288176,38.4544318219526,3860.4236,4819.301,4378.2344,4341.328,14.460367,44.85117,2,"COPDEM30",4635
"75","RGI2000-v7.0-G-13-06275",13,"13-02",815854,71.7839721034483,38.464248,42,1.15439279315374,0,1,9,"",0,71.7871433798725,38.4733961314939,4006.3853,4948.089,4292.753,4343.44,23.511591,352.045703887939,1,"COPDEM30",2513
"76","RGI2000-v7.0-G-13-06289",13,"13-02",816400,71.8527181806167,38.506093,42,0.627486684781816,0,1,9,"",0,71.8482408117416,38.5118572473376,4194.576,4753.615,4383.4473,4412.1694,22.027927,354.700768947601,1,"COPDEM30",1473
"77","RGI2000-v7.0-G-13-06295",13,"13-02",816761,71.9015745489797,38.486138,42,1.47814792513027,0,2,9,"",0,71.9162136480397,38.4800158734019,4119.962,4971.1245,4508.5166,4542.8315,22.480988,55.538647,2,"COPDEM30",2750
"78","RGI2000-v7.0-G-13-06297",13,"13-02",816587,71.8813321193354,38.481974,42,0.457743208444411,0,1,9,"",0,71.8736855889913,38.4851783986179,4202.6104,4883.0635,4484.9517,4509.3105,28.264761,332.712865829468,8,"COPDEM30",1614
"79","RGI2000-v7.0-G-13-06306",13,"13-02",817291,71.973992326087,38.487735,42,0.991274964713629,0,2,9,"",0,71.9853926615561,38.483709759121,4109.6484,4939.5684,4547.992,4540.0684,21.429146,88.11146,3,"COPDEM30",2078
"80","RGI2000-v7.0-G-13-06314",13,"13-02",817007,71.9375445393073,38.502387,42,3.95837689625161,0,1,9,"",0,71.9524096981958,38.511173009521,4131.9214,4995.869,4638.465,4572.4697,17.899504,12.308297,1,"COPDEM30",4918
"81","RGI2000-v7.0-G-13-06322",13,"13-02",816940,71.9268999619048,38.523634,42,1.94361384005131,0,3,9,"",0,71.9551726691408,38.5334873301168,4048.4343,5034.5967,4480.541,4489.063,20.736238,15.367841,1,"COPDEM30",3966
"82","RGI2000-v7.0-G-13-06339",13,"13-02",817685,72.0211342317218,38.5755345,43,6.7665023512445,0,3,9,"",0,72.0145870352805,38.5978597074133,3795.0205,5239.252,4425.7554,4428.5137,18.998856,1.8820318,1,"COPDEM30",6292
"83","RGI2000-v7.0-G-13-06355",13,"13-02",817980,72.0695065,38.6412705,43,1.72261095332216,0,3,9,"",0,72.0666282508518,38.6516299382608,3561.1135,4817.924,3936.912,4007.0745,19.972527,9.077062,1,"COPDEM30",3276
"84","RGI2000-v7.0-G-13-06358",13,"13-02",817979,72.0700412908357,38.616122,43,0.90226274676466,0,2,9,"",0,72.0831059529506,38.6116409569401,3907.064,4942.7544,4566.318,4489.1216,21.809137,94.07374,3,"COPDEM30",2747
"85","RGI2000-v7.0-G-13-06382",13,"13-02",818804,72.1825583306894,38.533215,43,5.07172100906546,0,3,9,"",0,72.1456773699495,38.5284340363265,4040.4648,5202.3765,4633.381,4621.135,16.702295,311.766403198242,8,"COPDEM30",6149
"86","RGI2000-v7.0-G-13-06388",13,"13-02",818515,72.1447049697565,38.518112,43,1.24189635312572,0,3,9,"",0,72.1465370267907,38.5245999621871,4168.1724,4956.0015,4455.8364,4462.2207,24.404842,345.279836654663,1,"COPDEM30",2364
"87","RGI2000-v7.0-G-13-06389",13,"13-02",818421,72.1331623454857,38.5180555,43,1.57835835567106,0,2,9,"",0,72.1359333166117,38.5262256059348,4080.3274,4773.416,4435.0396,4437.3926,19.31658,19.937714,1,"COPDEM30",2247
"88","RGI2000-v7.0-G-13-06393",13,"13-02",818225,72.1047803519146,38.5460545,43,0.242033691047263,0,1,9,"",0,72.1084778399615,38.5495772762605,4013.2515,4574.957,4162.1304,4208.4194,32.585358,20.41186,1,"COPDEM30",988
"89","RGI2000-v7.0-G-13-06395",13,"13-02",818130,72.0917794868497,38.5430635,43,1.36011559573509,0,2,9,"",0,72.079149238197,38.5547440321935,3982.445,5367.767,4728.1987,4665.9565,24.994123,346.367137908936,1,"COPDEM30",3574
"90","RGI2000-v7.0-G-13-06403",13,"13-02",817823,72.0465904069038,38.495393,43,0.700099471462138,0,2,9,"",0,72.0544788890958,38.4883820834557,4190.6484,4970.994,4721.7754,4611.954,23.034092,134.6693,4,"COPDEM30",1939
"91","RGI2000-v7.0-G-13-06409",13,"13-02",817590,72.00848920788,38.4903435,43,0.415714302599944,0,1,9,"",0,72.0028454978877,38.4904448161662,4353.9946,4753.893,4531.207,4544.373,24.592184,318.090065002441,8,"COPDEM30",1015
"92","RGI2000-v7.0-G-13-06412",13,"13-02",817565,72.0050108319418,38.4978865,43,0.279945769425348,0,1,9,"",0,72.0039091283847,38.4954940713239,4455.5195,4865.632,4536.048,4557.7744,19.773438,246.421974182129,6,"COPDEM30",901
"93","RGI2000-v7.0-G-13-06414",13,"13-02",817608,72.010751625,38.509252,43,4.98735844938037,0,1,9,"",0,71.9838171589688,38.5210075880294,3867.9324,4983.1445,4455.1235,4448.852,20.85346,349.06602191925,1,"COPDEM30",6355
"94","RGI2000-v7.0-G-13-06415",13,"13-02",817735,72.0309136085526,38.516861,43,0.553866476517984,0,1,9,"",0,72.018840011798,38.5141982936644,4352.8013,5083.556,4597.462,4622.806,21.83307,313.939987182617,8,"COPDEM30",1689
"95","RGI2000-v7.0-G-13-06424",13,"13-02",817765,72.035318848056,38.5473845,43,2.47471117660501,0,2,9,"",0,72.0614043112386,38.5452017466969,4129.526,5454,4511.06,4572.719,19.146456,75.04382,3,"COPDEM30",4429
"96","RGI2000-v7.0-G-13-06428",13,"13-02",817911,72.0597684811805,38.528516,43,8.97556974987429,0,2,9,"",0,72.0754803604554,38.5516423551653,4009.027,5367.2554,4559.4224,4574.516,18.565844,354.276338577271,1,"COPDEM30",6445
"97","RGI2000-v7.0-G-13-06429",13,"13-02",817843,72.0495176877669,38.559681,43,0.656773288642887,0,1,9,"",0,72.0572113430059,38.5547425148142,4475.547,4780.067,4611.1064,4609.6274,14.891673,98.95714,3,"COPDEM30",1527
"98","RGI2000-v7.0-G-13-06430",13,"13-02",817867,72.0532096671439,38.5713535,43,0.477833290627356,0,2,9,"",0,72.0558678792885,38.5655371632001,4449.239,4833.538,4635.575,4641.665,15.936671,204.533081054688,6,"COPDEM30",1560
"99","RGI2000-v7.0-G-13-06439",13,"13-02",819100,72.2223455295203,38.612066,43,1.53214391783229,0,2,9,"",0,72.2044423254771,38.601327902404,4253.0312,5505.8784,4742.423,4809.5444,24.743471,263.484809875488,7,"COPDEM30",3443
"100","RGI2000-v7.0-G-13-06452",13,"13-02",819037,72.2136974449064,38.513821,43,28.5938812862535,0,3,9,"",0,72.1019058154966,38.4880620278014,3442.5764,6140.649,5233.8354,4881.2305,16.257568,308.562366485596,8,"COPDEM90",15293
"101","RGI2000-v7.0-G-13-06454",13,"13-02",818744,72.176043983871,38.483256,43,0.380929309366867,0,2,9,"",0,72.1697458312284,38.484725877436,4612.846,5661.3,4955.451,5062.7334,35.577374,322.653335571289,8,"COPDEM30",1551
"102","RGI2000-v7.0-G-13-06457",13,"13-02",818505,72.1435553146179,38.468625,43,5.1102981810068,0,3,9,"",0,72.130070676232,38.4831121044746,3782.6162,5392.9463,4537.0693,4538.1675,23.097544,322.361789703369,8,"COPDEM30",6136
"103","RGI2000-v7.0-G-13-06459",13,"13-02",818409,72.1298908090799,38.450538,43,3.26862981852291,0,2,9,"",0,72.0957691374995,38.4595698866743,3840.518,5321.33,4704.044,4645.3433,18.141754,303.349456787109,8,"COPDEM30",5853
"104","RGI2000-v7.0-G-13-06461",13,"13-02",818143,72.0937417910613,38.4451265,43,2.10839677078823,0,2,9,"",0,72.0933810924031,38.456230096152,3917.4534,4956.672,4320.4995,4344.3433,22.55034,349.36732673645,1,"COPDEM30",3159
"105","RGI2000-v7.0-G-13-06463",13,"13-02",818077,72.084111953125,38.4318715,43,0.281981353564965,0,2,9,"",0,72.0739755484861,38.4341165318485,4331.3823,5208.258,4846.6294,4803.947,34.884575,307.25415802002,8,"COPDEM30",1360
"106","RGI2000-v7.0-G-13-06466",13,"13-02",818158,72.0968502108204,38.4240485,43,2.77165977578056,0,1,9,"",0,72.1111907719597,38.4123073377302,4323.4927,5204.1055,4592.4346,4616.406,15.754158,135.90773,4,"COPDEM30",3707
"107","RGI2000-v7.0-G-13-06467",13,"13-02",818202,72.1018484094594,38.406622,43,0.35613721163709,0,1,9,"",0,72.1089150369181,38.40939550967,4337.199,4896.1484,4536.0537,4553.5713,26.306662,25.839886,2,"COPDEM30",1418
"108","RGI2000-v7.0-G-13-06472",13,"13-02",818337,72.1209213760215,38.4282725,43,1.12380020712827,0,1,9,"",0,72.1217304077065,38.4165794016279,4439.1113,5370.2344,4891.0156,4831.9287,18.235022,220.56022644043,6,"COPDEM30",3122
"109","RGI2000-v7.0-G-13-06473",13,"13-02",818497,72.1431999691462,38.4286475,43,2.39850892915224,0,3,9,"",0,72.1238251731575,38.4129563491446,4362.418,5645.2554,4869.198,4902.368,21.740662,211.985977172852,6,"COPDEM30",3829
"110","RGI2000-v7.0-G-13-06482",13,"13-02",818735,72.1746334896998,38.4313995,43,37.5037616792987,0,1,9,"",0,72.1707211205203,38.3734458435583,3342.0984,6222.0713,4967.8643,4884.9966,18.142246,152.5532,4,"COPDEM90",15876
